様式 1. (共通条件) 室仕様入力シート,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
?,?,②,②,③,④,⑤,⑥,⑥,⑥,⑥,⑦
1F,PS1,事務所等,機械室,3.4,4,4,,,,■,
1F,男子便所,事務所等,便所,16.2,4,2.4,,■,,■,
1F,EPS,事務所等,電気室,6.1,4,4,,,,■,
1F,アラーム弁室,事務所等,機械室,1.9,4,4,,,,■,
1F,PS2,事務所等,機械室,3.4,4,4,,,,■,
1F,女子便所,事務所等,便所,16.2,4,2.4,,■,,■,
1F,多目的便所,事務所等,便所,4,4,2.4,,■,,■,
1F,湯沸コーナー,事務所等,湯沸室等,7,4,2.4,,■,,■,
1F,倉庫2,事務所等,更衣室,6.6,4,2.4,,■,,■,
1F,機械室2,事務所等,機械室,25.2,4,4,,,,■,
1F,階段室S,事務所等,廊下,22.4,4,4,,,,■,
1F,風除室,事務所等,廊下,15.4,4,3,,,,■,
2F,2F会議室,事務所等,会議室,623,4,2.6,■,,■,■,
2F,2FEVホール,事務所等,ロビー,37.4,4,2.4,■,,,■,
2F,廊下,事務所等,廊下,88.6,4,2.4,,,,■,
2F,階段室N,事務所等,廊下,22.4,4,4,,,,■,
2F,乗降ロビー,事務所等,ロビー,11.2,4,2.4,,,,■,
2F,DS,事務所等,機械室,7,4,4,,,,■,
2F,機械室1,事務所等,機械室,22.4,4,3.8,,,,■,
2F,PS1,事務所等,機械室,3.4,4,4,,,,■,
2F,男子便所,事務所等,便所,16.2,4,2.4,,■,,■,
2F,EPS,事務所等,電気室,6.1,4,4,,,,■,
2F,アラーム弁室,事務所等,機械室,1.9,4,4,,,,■,
2F,PS2,事務所等,機械室,3.4,4,4,,,,■,
2F,女子便所,事務所等,便所,16.2,4,2.4,,■,,■,
2F,多目的便所,事務所等,便所,4,4,2.4,,■,,■,
2F,湯沸コーナー,事務所等,湯沸室等,7,4,2.4,,■,,■,
2F,倉庫2,事務所等,更衣室,6.6,4,2.4,,■,,■,
2F,機械室2,事務所等,機械室,25.2,4,4,,,,■,
2F,階段室S,事務所等,廊下,22.4,4,4,,,,■,
3F,3F事務室,事務所等,事務室,623,4,2.6,■,,■,■,
3F,3FEVホール,事務所等,ロビー,37.4,4,2.4,■,,,■,
3F,廊下,事務所等,廊下,88.6,4,2.4,,,,■,
3F,階段室N,事務所等,廊下,22.4,4,4,,,,■,
3F,乗降ロビー,事務所等,ロビー,11.2,4,2.4,,,,■,
3F,DS,事務所等,機械室,7,4,4,,,,■,
3F,機械室1,事務所等,機械室,22.4,4,4,,,,■,
3F,PS1,事務所等,機械室,3.4,4,4,,,,■,
3F,男子便所,事務所等,便所,16.2,4,2.4,,■,,■,
3F,EPS,事務所等,電気室,6.1,4,4,,,,■,
3F,アラーム弁室,事務所等,機械室,1.9,4,4,,,,■,
3F,PS2,事務所等,機械室,3.4,4,4,,,,■,
3F,女子便所,事務所等,便所,16.2,4,2.4,,■,,■,
3F,多目的便所,事務所等,便所,4,4,2.4,,■,,■,
3F,湯沸コーナー,事務所等,湯沸室等,7,4,2.4,,■,,■,
3F,倉庫2,事務所等,更衣室,6.6,4,2.4,,■,,■,
3F,機械室2,事務所等,機械室,25.2,4,4,,,,■,
3F,階段室S,事務所等,廊下,22.4,4,4,,,,■,
4F,4F事務室,事務所等,事務室,623,4,2.6,■,,■,■,
4F,4FEVホール,事務所等,ロビー,37.4,4,2.4,■,,,■,
4F,廊下,事務所等,廊下,88.6,4,2.4,,,,■,
4F,階段室N,事務所等,廊下,22.4,4,4,,,,■,
4F,乗降ロビー,事務所等,ロビー,11.2,4,2.4,,,,■,
4F,DS,事務所等,機械室,7,4,4,,,,■,
4F,機械室1,事務所等,機械室,22.4,4,4,,,,■,
4F,PS1,事務所等,機械室,3.4,4,4,,,,■,
4F,男子便所,事務所等,便所,16.2,4,2.4,,■,,■,
4F,EPS,事務所等,電気室,6.1,4,4,,,,■,
4F,アラーム弁室,事務所等,機械室,1.9,4,4,,,,■,
4F,PS2,事務所等,機械室,3.4,4,4,,,,■,
4F,女子便所,事務所等,便所,16.2,4,2.4,,■,,■,
4F,多目的便所,事務所等,便所,4,4,2.4,,■,,■,
4F,湯沸コーナー,事務所等,湯沸室等,7,4,2.4,,■,,■,
4F,倉庫2,事務所等,更衣室,6.6,4,2.4,,■,,■,
4F,機械室2,事務所等,機械室,25.2,4,4,,,,■,
4F,階段室S,事務所等,廊下,22.4,4,4,,,,■,
5F,5F事務室,事務所等,事務室,623,4,2.6,■,,■,■,
5F,5FEVホール,事務所等,ロビー,37.4,4,2.4,■,,,■,
5F,廊下,事務所等,廊下,88.6,4,2.4,,,,■,
5F,階段室N,事務所等,廊下,22.4,4,4,,,,■,
5F,乗降ロビー,事務所等,ロビー,11.2,4,2.4,,,,■,
5F,DS,事務所等,機械室,7,4,4,,,,■,
5F,機械室1,事務所等,機械室,22.4,4,4,,,,■,
5F,PS1,事務所等,機械室,3.4,4,4,,,,■,
5F,男子便所,事務所等,便所,16.2,4,2.4,,■,,■,
5F,EPS,事務所等,電気室,6.1,4,4,,,,■,
5F,アラーム弁室,事務所等,機械室,1.9,4,4,,,,■,
5F,PS2,事務所等,機械室,3.4,4,4,,,,■,
5F,女子便所,事務所等,便所,16.2,4,2.4,,■,,■,
5F,多目的便所,事務所等,便所,4,4,2.4,,■,,■,
5F,湯沸コーナー,事務所等,湯沸室等,7,4,2.4,,■,,■,
5F,倉庫2,事務所等,更衣室,6.6,4,2.4,,■,,■,
5F,機械室2,事務所等,機械室,25.2,4,4,,,,■,
5F,階段室S,事務所等,廊下,22.4,4,4,,,,■,
6F,6F事務室,事務所等,事務室,623,4,2.6,■,,■,■,
6F,6FEVホール,事務所等,ロビー,37.4,4,2.4,■,,,■,
6F,廊下,事務所等,廊下,88.6,4,2.4,,,,■,
6F,階段室N,事務所等,廊下,22.4,4,4,,,,■,
6F,乗降ロビー,事務所等,ロビー,11.2,4,2.4,,,,■,
6F,DS,事務所等,機械室,7,4,4,,,,■,
6F,機械室1,事務所等,機械室,22.4,4,4,,,,■,
6F,PS1,事務所等,機械室,3.4,4,4,,,,■,
6F,男子便所,事務所等,便所,16.2,4,2.4,,■,,■,
6F,EPS,事務所等,電気室,6.1,4,4,,,,■,
6F,アラーム弁室,事務所等,機械室,1.9,4,4,,,,■,
6F,PS2,事務所等,機械室,3.4,4,4,,,,■,
6F,女子便所,事務所等,便所,16.2,4,2.4,,■,,■,
6F,多目的便所,事務所等,便所,4,4,2.4,,■,,■,
6F,湯沸コーナー,事務所等,湯沸室等,7,4,2.4,,■,,■,
6F,倉庫2,事務所等,更衣室,6.6,4,2.4,,■,,■,
6F,機械室2,事務所等,機械室,25.2,4,4,,,,■,
6F,階段室S,事務所等,廊下,22.4,4,4,,,,■,
7F,7F事務室,事務所等,事務室,623,4,2.6,■,,■,■,
7F,7FEVホール,事務所等,ロビー,37.4,4,2.4,■,,,■,
7F,廊下,事務所等,廊下,88.6,4,2.4,,,,■,
7F,階段室N,事務所等,廊下,22.4,4,4,,,,■,
7F,乗降ロビー,事務所等,ロビー,11.2,4,2.4,,,,■,
7F,DS,事務所等,機械室,7,4,4,,,,■,
7F,機械室1,事務所等,機械室,22.4,4,3.8,,,,■,
7F,PS1,事務所等,機械室,3.4,4,4,,,,■,
7F,男子便所,事務所等,便所,16.2,4,2.4,,■,,■,
7F,EPS,事務所等,電気室,6.1,4,4,,,,■,
7F,アラーム弁室,事務所等,機械室,1.9,4,4,,,,■,
7F,PS2,事務所等,機械室,3.4,4,4,,,,■,
7F,女子便所,事務所等,便所,16.2,4,2.4,,■,,■,
7F,多目的便所,事務所等,便所,4,4,2.4,,■,,■,
7F,湯沸コーナー,事務所等,湯沸室等,7,4,2.4,,■,,■,
7F,倉庫2,事務所等,更衣室,6.6,4,2.4,,■,,■,
7F,機械室2,事務所等,機械室,25.2,4,4,,,,■,
7F,階段室S,事務所等,廊下,22.4,4,4,,,,■,
8F,8F事務室,事務所等,事務室,495.1,4,2.6,■,,■,■,
8F,セミナールーム,事務所等,会議室,127.9,4,2.6,■,,■,■,
8F,8FEVホール,事務所等,ロビー,37.4,4,2.4,■,,,■,
8F,廊下,事務所等,廊下,88.6,4,2.4,,,,■,
8F,階段室N,事務所等,廊下,22.4,4,4,,,,■,
8F,乗降ロビー,事務所等,ロビー,11.2,4,2.4,,,,■,
8F,DS,事務所等,機械室,7,4,4,,,,■,
8F,機械室1,事務所等,機械室,22.4,4,4,,,,■,
8F,PS1,事務所等,機械室,3.4,4,4,,,,■,
8F,男子便所,事務所等,便所,16.2,4,2.4,,■,,■,
8F,EPS,事務所等,電気室,6.1,4,4,,,,■,
8F,アラーム弁室,事務所等,機械室,1.9,4,4,,,,■,
8F,PS2,事務所等,機械室,3.4,4,4,,,,■,
8F,女子便所,事務所等,便所,16.2,4,2.4,,■,,■,
8F,多目的便所,事務所等,便所,4,4,2.4,,■,,■,
8F,湯沸コーナー,事務所等,湯沸室等,7,4,2.4,,■,,■,
8F,倉庫2,事務所等,更衣室,6.6,4,2.4,,■,,■,
8F,機械室2,事務所等,機械室,25.2,4,4,,,,■,
8F,階段室S,事務所等,廊下,22.4,4,4,,,,■,
9F,9F食堂,事務所等,社員食堂,520.4,4,2.6,■,,■,■,
9F,厨房,事務所等,厨房,102.6,4,2.6,,■,,■,
9F,9FEVホール,事務所等,ロビー,37.4,4,2.4,■,,,■,
9F,廊下,事務所等,廊下,88.6,4,2.4,,,,■,
9F,階段室N,事務所等,廊下,22.4,4,4,,,,■,
9F,乗降ロビー,事務所等,ロビー,11.2,4,2.4,,,,■,
9F,DS,事務所等,機械室,7,4,4,,,,■,
9F,機械室1,事務所等,機械室,22.4,4,4,,,,■,
9F,PS1,事務所等,機械室,3.4,4,4,,,,■,
9F,男子便所,事務所等,便所,16.2,4,2.4,,■,,■,
9F,EPS,事務所等,電気室,6.1,4,4,,,,■,
9F,アラーム弁室,事務所等,機械室,1.9,4,4,,,,■,
9F,PS2,事務所等,機械室,3.4,4,4,,,,■,
9F,女子便所,事務所等,便所,16.2,4,2.4,,■,,■,
9F,多目的便所,事務所等,便所,4,4,2.4,,■,,■,
9F,湯沸コーナー,事務所等,湯沸室等,7,4,2.4,,■,,■,
9F,倉庫2,事務所等,更衣室,6.6,4,2.4,,■,,■,
9F,機械室2,事務所等,機械室,25.2,4,4,,,,■,
9F,階段室S,事務所等,廊下,22.4,4,4,,,,■,
PHF,EV機械室,事務所等,電気室,48,4,4,,■,,■,
PHF,非常用EV機械室,事務所等,電気室,28.8,4,4,,■,,■,
,,,,,,,,,,,
