様式 2-2. (空調) 外壁構成入力シート,,,,,,
,,,,,,　　　　　　　　　※ 建材名称は室内側から記入
?,②,③,④,⑤,⑥,⑦
,,,,,,
外壁名称,壁の種類,総熱貫流率,建材番号,建材名称,厚み,備考
,,,,,,
,,,,,,
,,[W/㎡K],,,[mm],
,(選択),,(選択),(選択),,
,,,,,,
OW1,外壁,,,室内側,,
,,,62,石こう板、ラスボード,8,
,,,302,非密閉空気層,,
,,,181,スチレン発砲版（押出）,25,
,,,41,普通コンクリート,150,
,,,47,モルタル,25,
,,,67,タイル,10,
,,,,,,
,,,,,,
,,,,,,
,,,,室外側,,
SBW1,接地壁,,,室内側,,
,,,101,合成樹脂・リノリウム,3,
,,,47,モルタル,27,
,,,41,普通コンクリート,150,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,室外側,,
OR1,外壁,,,室内側,,
,,,70,岩綿吸音板,12,
,,,62,石こう版、ラスボード,10,
,,,302,非密閉空気層,,
,,,41,普通コンクリート,150,
,,,47,モルタル,15,
,,,102,FRP,5,
,,,47,モルタル,15,
,,,181,スチレン発砲版（押出）,50,
,,,41,普通コンクリート,60,
,,,,,,
