様式 2-5. (空調) 熱源入力シート,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
?,②,③,蓄熱有無,,⑥,冷熱生成,,,,,,,,,,温熱生成,,,,,,,⑰
,,,④,⑤,,⑦,⑧,⑨,⑩,⑪,⑫,⑬,冷却塔仕様,,,⑦,⑧,⑨,⑩,⑪,⑫,⑬,
,,,,,,,,,,,,,⑭,⑮,⑯,,,,,,,,
熱源群名称,冷暖同時供給有無,台数制御,運転モード,蓄熱容量,熱源機種,運転順位,台数,送水温度,定格冷却能力,主機　定格消費エネルギー,補機　定格消費電力,一次ポンプ定格消費電力,定格冷却能力,冷却塔ファン消費電力,冷却水ポンプ消費電力,運転順位,台数,送水温度,定格暖房能力,主機　定格消費エネルギー,補機　定格消費電力,一次ポンプ定格消費電力,備考
,,,,,,,,,,,,,,,,,,,,,,,(機器表の記号
,,,,[MJ],,,[台],[℃],[kW/台],[*/台],[kW/台],[kW/台],[kW/台],[kW/台],[kW/台],,[台],[℃],[kW/台],[*/台],[kW/台],[kW/台],系統名等）
,(選択),(選択),(選択),,(選択),(選択),,,,,,,,,,(選択),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
AHP,無,有,,,空冷式スクリューヒートポンプ,1番目,1,7,118.4,30,2.4,1.69,,,,1番目,1,45,241.6,59.44,4.8,3.45,AHP-1
,,,,,空冷式スクリューヒートポンプ,2番目,1,7,118.4,30,2.4,1.69,,,,2番目,1,45,241.6,59.44,4.8,3.45,AHP-2
,,,,,空冷式スクリューヒートポンプ,3番目,1,7,118.4,30,2.4,1.69,,,,3番目,1,45,241.6,59.44,4.8,3.45,AHP-3
,,,,,空冷式スクリューヒートポンプ,4番目,1,7,118.4,30,2.4,1.69,,,,4番目,1,45,241.6,59.44,4.8,3.45,AHP-4
,,,,,空冷式スクリューヒートポンプ,5番目,1,7,118.4,30,2.4,1.69,,,,5番目,1,45,241.6,59.44,4.8,3.45,AHP-5
