様式 2-2. (空調) 外壁構成入力シート,,,,,,
,,,,,,　　　　　　　　　※ 建材名称は室内側から記入
?,②,③,④,⑤,⑥,⑦
,,,,,,
外壁名称,壁の種類,総熱貫流率,建材番号,建材名称,厚み,備考
,,,,,,
,,,,,,
,,[W/㎡K],,,[mm],
,(選択),,(選択),(選択),,
,,,,,,
OW1,外壁,,,室内側,,
,,,32,石こう板、ラスボード,12,
,,,92,非密閉空気層,65,
,,,22,普通コンクリート,170,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,室外側,,
SBW1,接地壁,,,室内側,,
,,,32,石こう板、ラスボード,12,
,,,26,コンクリートブロック（軽量）,100,
,,,92,非密閉空気層,100,
,,,22,普通コンクリート,300,
,,,15,土壌(ローム質）,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,室外側,,
OR1,外壁,,,室内側,,
,,,75,岩綿吸音板,15,
,,,92,非密閉空気層,900,
,,,22,普通コンクリート,150,
,,,43,アスファルト類,10,
,,,22,普通コンクリート,80,
,,,,,,
