様式 2-2. (空調) 外壁構成入力シート,,,,,,
,,,,,,　　　　　　　　　※ 建材名称は室内側から記入
?,②,③,④,⑤,⑥,⑦
,,,,,,
外壁名称,壁の種類,総熱貫流率,建材番号,建材名称,厚み,備考
,,,,,,
,,,,,,
,,[W/㎡K],,,[mm],
,(選択),,(選択),(選択),,
,,,,,,
OW1J,外壁,0.9152,,室内側,,
,,,41,ﾋﾞﾆｰﾙｸﾛｽ,1,
,,,32,GB,12,
,,,92,非密閉空気層,65,
,,,82,スチレン発泡板(押出）,25,
,,,22,RC,60,
,,,36,ﾀｲﾙ,45,
,,,,,,
,,,,,,
,,,,,,
,,,,室外側,,
RF1J,外壁,0.4794,,室内側,,
,,,75,RB,10,
,,,32,GB,12,
,,,92,非密閉空気層,850,
,,,22,RC,140,
,,,82,スチレン発泡板(押出）,50,
,,,43,ｱｽﾌｧﾙﾄ,10,
,,,22,RC,85,
,,,,,,
,,,,,,
,,,,室外側,,
IF4J,接地壁,1.388,,室内側,,
,,,47,ｶｰﾍﾟｯﾄ,3,
,,,6,ｱﾙﾐ,10,
,,,92,非密閉空気層,100,
,,,22,RC,150,
,,,44,防湿紙類,2,
,,,92,非密閉空気層,500,
,,,22,RC,250,
,,,15,ﾛｰﾑ質土壌,999,
