様式 2-2. (空調) 外壁構成入力シート,,,,,,
,,,,,,　　　　　　　　　※ 建材名称は室内側から記入
?,②,③,④,⑤,⑥,⑦
,,,,,,
外壁名称,壁の種類,総熱貫流率,建材番号,建材名称,厚み,備考
,,,,,,
,,,,,,
,,[W/㎡K],,,[mm],
,(選択),,(選択),(選択),,
,,,,,,
OW1,外壁,,,室内側,,
,,,62,せっこうボード,12,
,,,302,非密閉中空層,,
,,,182,押出法ポリスチレンフォーム　保温板　2種,25,
,,,41,コンクリート,170,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,室外側,,
BW1,接地壁,,,室内側,,
,,,62,せっこうボード,12,
,,,302,非密閉中空層,,
,,,182,押出法ポリスチレンフォーム　保温板　2種,25,
,,,41,コンクリート,300,
,,,22,土壌,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,室外側,,
BF1,接地壁,,,室内側,,
,,,62,せっこうボード,12,
,,,46,コンクリートブロック（軽量）,100,
,,,302,非密閉中空層,,
,,,182,押出法ポリスチレンフォーム　保温板　2種,25,
,,,41,コンクリート,300,
,,,22,土壌,,
,,,,,,
,,,,,,
,,,,,,
,,,,室外側,,
OR1,外壁,,,室内側,,
,,,70,ロックウール化粧吸音板,15,
,,,302,非密閉中空層,,
,,,41,コンクリート,200,
,,,103,アスファルト類,10,
,,,182,押出法ポリスチレンフォーム　保温板　2種,50,
,,,41,コンクリート,80,
,,,,,,
,,,,,,
,,,,,,
,,,,室外側,,
,,,,室内側,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,室外側,,
