３　照明,,,,,,,,,,,,,,,,,
2F,EPS,Office,電気・機械室（標準）,4,6.1,1,6.1,,直付富士型,,22,2,,,,,
2F,ｱﾗｰﾑ弁室,Office,電気・機械室（標準）,4,1.9,1,1.9,,直付富士型,,22,1,,,,,
2F,2FEVﾎｰﾙ,Office,ロビー,2.4,11,3.4,37.4,,ﾀﾞｳﾝﾗｲﾄ,,48,12,,,,,
2F,ＰＳ2,Office,電気・機械室（標準）,4,1.2,2.8,3.4,,直付富士型,,22,1,,,,,
2F,女子便所,Office,トイレ,2.4,2.8,5.8,16.2,,ﾀﾞｳﾝﾗｲﾄ,,48,6,,,,,
2F,女子便所,Office,トイレ,2.4,2.8,5.8,16.2,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,
2F,多目的便所,Office,トイレ,2.4,2,2,4,,ﾀﾞｳﾝﾗｲﾄ,,48,2,,,,,
2F,多目的便所,Office,トイレ,2.4,2,2,4,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,
2F,湯沸ｺｰﾅｰ,Office,湯沸室等,2.4,2.2,3.2,7,,直付富士型,,48,1,,,,,
2F,湯沸ｺｰﾅｰ,Office,湯沸室等,2.4,2.2,3.2,7,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,
2F,倉庫2,Office,更衣室等,2.4,,,6.6,0.318269231,直付富士型,,95,1,,,,,
2F,機械室2,Office,電気・機械室（標準）,4,3.6,7,25.2,,直付富士型,,48,2,,,,,
2F,階段室S,Office,廊下,4,3.2,7,22.4,,階段通路誘導灯,,48,2,,,,,
3F,3F事務室,Office,事務室,2.6,37,17,623,,埋込下面ルーバー,,94,160,,,明るさセンサー,両側採光、ブラインド自動制御あり,
3F,3F事務室,Office,事務室,2.6,37,17,623,,埋込下面ルーバー,,47,40,,,明るさセンサー,両側採光、ブラインド自動制御あり,
3F,廊下,Office,廊下,2.4,,,88.6,0.696451204,ﾀﾞｳﾝﾗｲﾄ,,48,25,,,,,
3F,階段室Ｎ,Office,廊下,4,3.2,7,22.4,,階段通路誘導灯,,48,2,,,,,
3F,乗降ﾛﾋﾞｰ,Office,ロビー,2.4,2.6,4.3,11.2,,階段通路誘導灯,,48,1,,,,,
3F,ＤＳ,Office,電気・機械室（標準）,4,1,7,7,,直付富士型,,22,2,,,,,
3F,機械室1,Office,電気・機械室（標準）,4,3.2,7,22.4,,直付富士型,,48,2,,,,,
3F,ＰＳ1,Office,電気・機械室（標準）,4,1.2,2.8,3.4,,直付富士型,,22,1,,,,,
3F,男子便所,Office,トイレ,2.4,2.8,5.8,16.2,,ﾀﾞｳﾝﾗｲﾄ,,48,6,,,,,
3F,男子便所,Office,トイレ,2.4,2.8,5.8,16.2,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,
3F,EPS,Office,電気・機械室（標準）,4,6.1,1,6.1,,直付富士型,,22,2,,,,,
3F,ｱﾗｰﾑ弁室,Office,電気・機械室（標準）,4,1.9,1,1.9,,直付富士型,,22,1,,,,,
3F,3FEVﾎｰﾙ,Office,ロビー,2.4,11,3.4,37.4,,ﾀﾞｳﾝﾗｲﾄ,,48,12,,,,,
3F,ＰＳ2,Office,電気・機械室（標準）,4,1.2,2.8,3.4,,直付富士型,,22,1,,,,,
3F,女子便所,Office,トイレ,2.4,2.8,5.8,16.2,,ﾀﾞｳﾝﾗｲﾄ,,48,6,,,,,
3F,女子便所,Office,トイレ,2.4,2.8,5.8,16.2,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,
3F,多目的便所,Office,トイレ,2.4,2,2,4,,ﾀﾞｳﾝﾗｲﾄ,,48,2,,,,,
3F,多目的便所,Office,トイレ,2.4,2,2,4,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,
3F,湯沸ｺｰﾅｰ,Office,湯沸室等,2.4,2.2,3.2,7,,直付富士型,,48,1,,,,,
3F,湯沸ｺｰﾅｰ,Office,湯沸室等,2.4,2.2,3.2,7,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,
3F,倉庫2,Office,更衣室等,2.4,,,6.6,0.318269231,直付富士型,,95,1,,,,,
3F,機械室2,Office,電気・機械室（標準）,4,3.6,7,25.2,,直付富士型,,48,2,,,,,
3F,階段室S,Office,廊下,4,3.2,7,22.4,,階段通路誘導灯,,48,2,,,,,
4F,4F事務室,Office,事務室,2.6,37,17,623,,埋込下面ルーバー,,94,160,,,明るさセンサー,両側採光、ブラインド自動制御あり,
4F,4F事務室,Office,事務室,2.6,37,17,623,,埋込下面ルーバー,,47,40,,,明るさセンサー,両側採光、ブラインド自動制御あり,
4F,廊下,Office,廊下,2.4,,,88.6,0.696451204,ﾀﾞｳﾝﾗｲﾄ,,48,25,,,,,
4F,階段室Ｎ,Office,廊下,4,3.2,7,22.4,,階段通路誘導灯,,48,2,,,,,
4F,乗降ﾛﾋﾞｰ,Office,ロビー,2.4,2.6,4.3,11.2,,階段通路誘導灯,,48,1,,,,,
4F,ＤＳ,Office,電気・機械室（標準）,4,1,7,7,,直付富士型,,22,2,,,,,
4F,機械室1,Office,電気・機械室（標準）,4,3.2,7,22.4,,直付富士型,,48,2,,,,,
4F,ＰＳ1,Office,電気・機械室（標準）,4,1.2,2.8,3.4,,直付富士型,,22,1,,,,,
4F,男子便所,Office,トイレ,2.4,2.8,5.8,16.2,,ﾀﾞｳﾝﾗｲﾄ,,48,6,,,,,
4F,男子便所,Office,トイレ,2.4,2.8,5.8,16.2,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,
4F,EPS,Office,電気・機械室（標準）,4,6.1,1,6.1,,直付富士型,,22,2,,,,,
4F,ｱﾗｰﾑ弁室,Office,電気・機械室（標準）,4,1.9,1,1.9,,直付富士型,,22,1,,,,,
4F,4FEVﾎｰﾙ,Office,ロビー,2.4,11,3.4,37.4,,ﾀﾞｳﾝﾗｲﾄ,,48,12,,,,,
4F,ＰＳ2,Office,電気・機械室（標準）,4,1.2,2.8,3.4,,直付富士型,,22,1,,,,,
4F,女子便所,Office,トイレ,2.4,2.8,5.8,16.2,,ﾀﾞｳﾝﾗｲﾄ,,48,6,,,,,
4F,女子便所,Office,トイレ,2.4,2.8,5.8,16.2,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,
4F,多目的便所,Office,トイレ,2.4,2,2,4,,ﾀﾞｳﾝﾗｲﾄ,,48,2,,,,,
4F,多目的便所,Office,トイレ,2.4,2,2,4,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,
4F,湯沸ｺｰﾅｰ,Office,湯沸室等,2.4,2.2,3.2,7,,直付富士型,,48,1,,,,,
4F,湯沸ｺｰﾅｰ,Office,湯沸室等,2.4,2.2,3.2,7,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,
4F,倉庫2,Office,更衣室等,2.4,,,6.6,0.318269231,直付富士型,,95,1,,,,,
4F,機械室2,Office,電気・機械室（標準）,4,3.6,7,25.2,,直付富士型,,48,2,,,,,
4F,階段室S,Office,廊下,4,3.2,7,22.4,,階段通路誘導灯,,48,2,,,,,
5F,5F事務室,Office,事務室,2.6,37,17,623,,埋込下面ルーバー,,94,160,,,明るさセンサー,両側採光、ブラインド自動制御あり,
5F,5F事務室,Office,事務室,2.6,37,17,623,,埋込下面ルーバー,,47,40,,,明るさセンサー,両側採光、ブラインド自動制御あり,
5F,廊下,Office,廊下,2.4,,,88.6,0.696451204,ﾀﾞｳﾝﾗｲﾄ,,48,25,,,,,
5F,階段室Ｎ,Office,廊下,4,3.2,7,22.4,,階段通路誘導灯,,48,2,,,,,
5F,乗降ﾛﾋﾞｰ,Office,ロビー,2.4,2.6,4.3,11.2,,階段通路誘導灯,,48,1,,,,,
5F,ＤＳ,Office,電気・機械室（標準）,4,1,7,7,,直付富士型,,22,2,,,,,
5F,機械室1,Office,電気・機械室（標準）,4,3.2,7,22.4,,直付富士型,,48,2,,,,,
5F,ＰＳ1,Office,電気・機械室（標準）,4,1.2,2.8,3.4,,直付富士型,,22,1,,,,,
5F,男子便所,Office,トイレ,2.4,2.8,5.8,16.2,,ﾀﾞｳﾝﾗｲﾄ,,48,6,,,,,
5F,男子便所,Office,トイレ,2.4,2.8,5.8,16.2,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,
5F,EPS,Office,電気・機械室（標準）,4,6.1,1,6.1,,直付富士型,,22,2,,,,,
5F,ｱﾗｰﾑ弁室,Office,電気・機械室（標準）,4,1.9,1,1.9,,直付富士型,,22,1,,,,,
5F,5FEVﾎｰﾙ,Office,ロビー,2.4,11,3.4,37.4,,ﾀﾞｳﾝﾗｲﾄ,,48,12,,,,,
5F,ＰＳ2,Office,電気・機械室（標準）,4,1.2,2.8,3.4,,直付富士型,,22,1,,,,,
5F,女子便所,Office,トイレ,2.4,2.8,5.8,16.2,,ﾀﾞｳﾝﾗｲﾄ,,48,6,,,,,
5F,女子便所,Office,トイレ,2.4,2.8,5.8,16.2,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,
5F,多目的便所,Office,トイレ,2.4,2,2,4,,ﾀﾞｳﾝﾗｲﾄ,,48,2,,,,,
5F,多目的便所,Office,トイレ,2.4,2,2,4,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,
5F,湯沸ｺｰﾅｰ,Office,湯沸室等,2.4,2.2,3.2,7,,直付富士型,,48,1,,,,,
5F,湯沸ｺｰﾅｰ,Office,湯沸室等,2.4,2.2,3.2,7,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,
5F,倉庫2,Office,更衣室等,2.4,,,6.6,0.318269231,直付富士型,,95,1,,,,,
5F,機械室2,Office,電気・機械室（標準）,4,3.6,7,25.2,,直付富士型,,48,2,,,,,
5F,階段室S,Office,廊下,4,3.2,7,22.4,,階段通路誘導灯,,48,2,,,,,
6F,6F事務室,Office,事務室,2.6,37,17,623,,埋込下面ルーバー,,94,160,,,明るさセンサー,両側採光、ブラインド自動制御あり,
6F,6F事務室,Office,事務室,2.6,37,17,623,,埋込下面ルーバー,,47,40,,,明るさセンサー,両側採光、ブラインド自動制御あり,
6F,廊下,Office,廊下,2.4,,,88.6,0.696451204,ﾀﾞｳﾝﾗｲﾄ,,48,25,,,,,
6F,階段室Ｎ,Office,廊下,4,3.2,7,22.4,,階段通路誘導灯,,48,2,,,,,
6F,乗降ﾛﾋﾞｰ,Office,ロビー,2.4,2.6,4.3,11.2,,階段通路誘導灯,,48,1,,,,,
6F,ＤＳ,Office,電気・機械室（標準）,4,1,7,7,,直付富士型,,22,2,,,,,
6F,機械室1,Office,電気・機械室（標準）,4,3.2,7,22.4,,直付富士型,,48,2,,,,,
6F,ＰＳ1,Office,電気・機械室（標準）,4,1.2,2.8,3.4,,直付富士型,,22,1,,,,,
6F,男子便所,Office,トイレ,2.4,2.8,5.8,16.2,,ﾀﾞｳﾝﾗｲﾄ,,48,6,,,,,
6F,男子便所,Office,トイレ,2.4,2.8,5.8,16.2,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,
6F,EPS,Office,電気・機械室（標準）,4,6.1,1,6.1,,直付富士型,,22,2,,,,,
6F,ｱﾗｰﾑ弁室,Office,電気・機械室（標準）,4,1.9,1,1.9,,直付富士型,,22,1,,,,,
6F,ＰＳ2,Office,電気・機械室（標準）,4,1.2,2.8,3.4,,直付富士型,,22,1,,,,,
6F,6FEVﾎｰﾙ,Office,ロビー,2.4,11,3.4,37.4,,ﾀﾞｳﾝﾗｲﾄ,,48,12,,,,,
6F,女子便所,Office,トイレ,2.4,2.8,5.8,16.2,,ﾀﾞｳﾝﾗｲﾄ,,48,6,,,,,
6F,女子便所,Office,トイレ,2.4,2.8,5.8,16.2,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,
6F,多目的便所,Office,トイレ,2.4,2,2,4,,ﾀﾞｳﾝﾗｲﾄ,,48,2,,,,,
6F,多目的便所,Office,トイレ,2.4,2,2,4,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,
6F,湯沸ｺｰﾅｰ,Office,湯沸室等,2.4,2.2,3.2,7,,直付富士型,,48,1,,,,,
6F,湯沸ｺｰﾅｰ,Office,湯沸室等,2.4,2.2,3.2,7,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,
6F,倉庫2,Office,更衣室等,2.4,,,6.6,0.318269231,直付富士型,,95,1,,,,,
6F,機械室2,Office,電気・機械室（標準）,4,3.6,7,25.2,,直付富士型,,48,2,,,,,
6F,階段室S,Office,廊下,4,3.2,7,22.4,,階段通路誘導灯,,48,2,,,,,
7F,7F事務室,Office,事務室,2.6,37,17,623,,埋込下面ルーバー,,94,160,,,明るさセンサー,両側採光、ブラインド自動制御あり,
7F,7F事務室,Office,事務室,2.6,37,17,623,,埋込下面ルーバー,,47,40,,,明るさセンサー,両側採光、ブラインド自動制御あり,
7F,廊下,Office,廊下,2.4,,,88.6,0.696451204,ﾀﾞｳﾝﾗｲﾄ,,48,25,,,,,
7F,階段室Ｎ,Office,廊下,4,3.2,7,22.4,,階段通路誘導灯,,48,2,,,,,
7F,乗降ﾛﾋﾞｰ,Office,ロビー,2.4,2.6,4.3,11.2,,階段通路誘導灯,,48,1,,,,,
7F,ＤＳ,Office,電気・機械室（標準）,4,1,7,7,,直付富士型,,22,2,,,,,
7F,機械室1,Office,電気・機械室（標準）,3.8,3.2,7,22.4,,直付富士型,,48,2,,,,,
7F,ＰＳ1,Office,電気・機械室（標準）,4,1.2,2.8,3.4,,直付富士型,,22,1,,,,,
7F,男子便所,Office,トイレ,2.4,2.8,5.8,16.2,,ﾀﾞｳﾝﾗｲﾄ,,48,6,,,,,
7F,男子便所,Office,トイレ,2.4,2.8,5.8,16.2,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,
7F,EPS,Office,電気・機械室（標準）,4,6.1,1,6.1,,直付富士型,,22,2,,,,,
7F,ｱﾗｰﾑ弁室,Office,電気・機械室（標準）,4,1.9,1,1.9,,直付富士型,,22,1,,,,,
7F,ＰＳ2,Office,電気・機械室（標準）,4,1.2,2.8,3.4,,直付富士型,,22,1,,,,,
7F,7FEVﾎｰﾙ,Office,ロビー,2.4,11,3.4,37.4,,ﾀﾞｳﾝﾗｲﾄ,,48,12,,,,,
7F,女子便所,Office,トイレ,2.4,2.8,5.8,16.2,,ﾀﾞｳﾝﾗｲﾄ,,48,6,,,,,
7F,女子便所,Office,トイレ,2.4,2.8,5.8,16.2,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,
7F,多目的便所,Office,トイレ,2.4,2,2,4,,ﾀﾞｳﾝﾗｲﾄ,,48,2,,,,,
7F,多目的便所,Office,トイレ,2.4,2,2,4,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,
7F,湯沸ｺｰﾅｰ,Office,湯沸室等,2.4,2.2,3.2,7,,直付富士型,,48,1,,,,,
7F,湯沸ｺｰﾅｰ,Office,湯沸室等,2.4,2.2,3.2,7,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,
7F,倉庫2,Office,更衣室等,2.4,,,6.6,0.318269231,直付富士型,,95,1,,,,,
7F,機械室2,Office,電気・機械室（標準）,4,3.6,7,25.2,,直付富士型,,48,2,,,,,
7F,階段室S,Office,廊下,4,3.2,7,22.4,,階段通路誘導灯,,48,2,,,,,
8F,8F事務室,Office,事務室,2.6,29.3,17,495.1,,埋込下面ルーバー,,94,128,,,明るさセンサー,両側採光、ブラインド自動制御あり,
8F,8F事務室,Office,事務室,2.6,29.3,17,495.1,,埋込下面ルーバー,,47,32,,,明るさセンサー,両側採光、ブラインド自動制御あり,
8F,セミナールーム,Office,事務室,2.6,7.7,17,127.9,,埋込下面ルーバー,,94,32,,,明るさセンサー,両側採光、ブラインド自動制御あり,
8F,セミナールーム,Office,事務室,2.6,7.7,17,127.9,,埋込下面ルーバー,,47,8,,,明るさセンサー,両側採光、ブラインド自動制御あり,
8F,廊下,Office,廊下,2.4,,,88.6,0.696451204,ﾀﾞｳﾝﾗｲﾄ,,48,25,,,,,
8F,階段室Ｎ,Office,廊下,4,3.2,7,22.4,,階段通路誘導灯,,48,2,,,,,
8F,乗降ﾛﾋﾞｰ,Office,ロビー,2.4,2.6,4.3,11.2,,階段通路誘導灯,,48,1,,,,,
8F,ＤＳ,Office,電気・機械室（標準）,4,1,7,7,,直付富士型,,22,2,,,,,
8F,機械室1,Office,電気・機械室（標準）,4,3.2,7,22.4,,直付富士型,,48,2,,,,,
8F,ＰＳ1,Office,電気・機械室（標準）,4,1.2,2.8,3.4,,直付富士型,,22,1,,,,,
8F,男子便所,Office,トイレ,2.4,2.8,5.8,16.2,,ﾀﾞｳﾝﾗｲﾄ,,48,6,,,,,
8F,男子便所,Office,トイレ,2.4,2.8,5.8,16.2,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,
8F,EPS,Office,電気・機械室（標準）,4,6.1,1,6.1,,直付富士型,,22,2,,,,,
8F,ｱﾗｰﾑ弁室,Office,電気・機械室（標準）,4,1.9,1,1.9,,直付富士型,,22,1,,,,,
8F,8FEVﾎｰﾙ,Office,ロビー,2.4,11,3.4,37.4,,ﾀﾞｳﾝﾗｲﾄ,,48,12,,,,,
8F,ＰＳ2,Office,電気・機械室（標準）,4,1.2,2.8,3.4,,直付富士型,,22,1,,,,,
8F,女子便所,Office,トイレ,2.4,2.8,5.8,16.2,,ﾀﾞｳﾝﾗｲﾄ,,48,6,,,,,
8F,女子便所,Office,トイレ,2.4,2.8,5.8,16.2,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,
8F,多目的便所,Office,トイレ,2.4,2,2,4,,ﾀﾞｳﾝﾗｲﾄ,,48,2,,,,,
8F,多目的便所,Office,トイレ,2.4,2,2,4,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,
8F,湯沸ｺｰﾅｰ,Office,湯沸室等,2.4,2.2,3.2,7,,直付富士型,,48,1,,,,,
8F,湯沸ｺｰﾅｰ,Office,湯沸室等,2.4,2.2,3.2,7,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,
8F,倉庫2,Office,更衣室等,2.4,,,6.6,0.318269231,直付富士型,,95,1,,,,,
8F,機械室2,Office,電気・機械室（標準）,4,3.6,7,25.2,,直付富士型,,48,2,,,,,
8F,階段室S,Office,廊下,4,3.2,7,22.4,,階段通路誘導灯,,48,2,,,,,
9F,9F食堂,Office,食堂,2.6,,,520.4,4.835307782,埋込下面ルーバー,,94,134,,,,,
9F,9F食堂,Office,食堂,2.6,,,520.4,11.28238482,埋込下面ルーバー,,47,40,,,,,
9F,厨房,Office,厨房,2.6,,,102.6,2.726910299,埋込下面ルーバー,,94,26,,,,,
9F,廊下,Office,廊下,2.4,,,88.6,0.734431262,ﾀﾞｳﾝﾗｲﾄ,,48,25,,,,,
9F,階段室Ｎ,Office,廊下,4,3.2,7,22.4,,階段通路誘導灯,,48,2,,,,,
9F,乗降ﾛﾋﾞｰ,Office,ロビー,2.4,2.6,4.3,11.2,,階段通路誘導灯,,48,1,,,,,
9F,ＤＳ,Office,電気・機械室（標準）,4,1,7,7,,直付富士型,,22,2,,,,,
9F,機械室1,Office,電気・機械室（標準）,4,3.2,7,22.4,,直付富士型,,48,2,,,,,
9F,ＰＳ1,Office,電気・機械室（標準）,4,1.2,2.8,3.4,,直付富士型,,22,1,,,,,
9F,男子便所,Office,トイレ,2.4,2.8,5.8,16.2,,ﾀﾞｳﾝﾗｲﾄ,,48,6,,,,,
9F,男子便所,Office,トイレ,2.4,2.8,5.8,16.2,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,
9F,EPS,Office,電気・機械室（標準）,4,6.1,1,6.1,,直付富士型,,22,2,,,,,
9F,ｱﾗｰﾑ弁室,Office,電気・機械室（標準）,4,1.9,1,1.9,,直付富士型,,22,1,,,,,
9F,9FEVﾎｰﾙ,Office,ロビー,2.4,11,3.4,37.4,,ﾀﾞｳﾝﾗｲﾄ,,48,12,,,,,
9F,ＰＳ2,Office,電気・機械室（標準）,4,1.2,2.8,3.4,,直付富士型,,22,1,,,,,
