様式 2-3. (空調) 外壁構成入力シート,,,,,,
,,,,,,　　　　　　　　　※ 材料は室内側から記入、土の厚さは指定不要
外壁の名称,外壁／接地壁,,材料番号,,材料名,厚み
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
(任意の文字列),(選択),,(選択),,,[ｍｍ]
(必須),(必須),,(必須),,(任意),(必須)
OW1,外壁,,,,室内側,
,,[,32,],石こう板、ラスボード,12
,,[,92,],非密閉空気層,65
,,[,82,],スチレン発泡板(押出）,25
,,[,22,],普通コンクリート,170
,,[,,],,
,,[,,],,
,,[,,],,
,,[,,],,
,,[,,],,
,,,,,室外側,
SBW1,外壁,,,,室内側,
,,[,32,],石こう板、ラスボード,12
,,[,26,],コンクリートブロック（軽量）,100
,,[,92,],非密閉空気層,100
,,[,22,],普通コンクリート,300
,,[,15,],土壌(ローム質）,
,,[,,],,
,,[,,],,
,,[,,],,
,,[,,],,
,,,,,室外側,
OR1,外壁,,,,室内側,
,,[,75,],岩綿吸音板,15
,,[,92,],非密閉空気層,900
,,[,22,],普通コンクリート,150
,,[,43,],アスファルト類,10
,,[,82,],スチレン発泡板(押出）,30
,,[,22,],普通コンクリート,80
,,[,,],,
,,[,,],,
,,[,,],,
,,,,,室外側,
,,,,,室内側,
,,[,,],,
,,[,,],,
,,[,,],,
,,[,,],,
,,[,,],,
,,[,,],,
,,[,,],,
,,[,,],,
,,[,,],,
,,,,,室外側,
,,,,,室内側,
,,[,,],,
,,[,,],,
,,[,,],,
,,[,,],,
,,[,,],,
,,[,,],,
,,[,,],,
,,[,,],,
,,[,,],,
,,,,,室外側,
,,,,,室内側,
,,[,,],,
,,[,,],,
,,[,,],,
,,[,,],,
,,[,,],,
,,[,,],,
,,[,,],,
,,[,,],,
,,[,,],,
,,,,,室外側,
