様式 2-3. (空調) 外壁構成入力シート,,,,,,
,,,,,,　　　　　　　　　※ 材料は室内側から記入、土の厚さは指定不要
外壁の名称,外壁／接地壁,,材料番号,,材料名,厚み
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
(任意の文字列),(選択),,(選択),,,[ｍｍ]
(必須),(必須),,(必須),,(任意),(必須)
OW5S,外壁,,,,室内側,
,,[,41,],ビニールクロス,2
,,[,32,],ＧＢ,12.5
,,[,92,],非密閉空気層,65
,,[,86,],軟質ウレタン発砲板,10
,,[,22,],ＲＣ,150
,,[,,],,
,,[,,],,
,,[,,],,
,,[,,],,
,,,,,室外側,
RF4S,外壁,,,,室内側,
,,[,62,],シージングボード,9
,,[,31,],プラスタ,9.5
,,[,92,],非密閉空気層,999
,,[,22,],ＲＣ,150
,,[,43,],アスファルト,5
,,[,82,],スチレン発砲板(押出）,25
,,[,22,],ＲＣ,60
,,[,,],,
,,[,,],,
,,,,,室外側,
SＩＦ1,外壁,,,,室内側,
,,[,41,],合成樹脂・リノリウム,2
,,[,22,],ＲＣ,150
,,[,82,],スチレン発砲板(押出）,30
,,[,15,],ローム質土壌,999
,,[,,],,
,,[,,],,
,,[,,],,
,,[,,],,
,,[,,],,
,,,,,室外側,
SＩＦ2,外壁,,,,室内側,
,,[,47,],カーペット,5
,,[,22,],ＲＣ,150
,,[,82,],スチレン発砲板(押出）,30
,,[,15,],ローム質土壌,999
,,[,,],,
,,[,,],,
,,[,,],,
,,[,,],,
,,[,,],,
,,,,,室外側,
,,,,,室内側,
,,[,,],,
,,[,,],,
,,[,,],,
,,[,,],,
,,[,,],,
,,[,,],,
,,[,,],,
,,[,,],,
,,[,,],,
,,,,,室外側,
,,,,,室内側,
,,[,,],,
,,[,,],,
,,[,,],,
,,[,,],,
,,[,,],,
,,[,,],,
,,[,,],,
,,[,,],,
,,[,,],,
,,,,,室外側,
